formattedTitle, collected, releaseDate, releaseMSRP, dateCollected, collectedPrice,notes
Vegas Games 2000,FALSE,,,,,
Viewpoint,FALSE,,,,,
Vigilante 8,TRUE,,,8/15/2023,25,
Vigilante 8: 2nd Offense,FALSE,,,,,
V.I.P.,TRUE,,,7/25/2023,7,
Virtual Kasparov,FALSE,,,,,
Virtual Pool,TRUE,,,7/25/2023,4,
Virtual Pool 3,FALSE,,,,,
Viva Soccer,FALSE,,,,,
VMX Racing,FALSE,,,,,
VR Baseball '97,FALSE,,,,,
VR Baseball '99,FALSE,,,,,
VR Golf '97,FALSE,,,,,
VR Soccer '96,FALSE,,,,,
VR Sports Powerboat Racing,TRUE,,,8/4/2023,4,
Vs.,FALSE,,,,,
Walt Disney World Quest: Magical Racing Tour,FALSE,,,,,
Warcraft 2: The Dark Saga,TRUE,,,7/25/2023,40,
Wargames: Defcon 1,TRUE,,,8/11/2023,8,
War Gods,FALSE,,,,,
War Jetz,FALSE,,,,,
Warhammer: Dark Omen,FALSE,,,,,
Warhammer: Shadow of the Horned Rat,FALSE,,,,,
Warhawk,FALSE,,,,,
Warriors of Might and Magic,FALSE,,,,,
Warpath: Jurassic Park,FALSE,,,,,
Warzone 2100,FALSE,,,,,
Wayne Gretzky's 3D Hockey '98,FALSE,,,,,
WCW Backstage Assault,FALSE,,,,,
WCW Mayhem,FALSE,,,,,
WCW Nitro,TRUE,,,7/25/2023,4,
WCW/Nwo Thunder,FALSE,,,,,
WCW vs. the World,FALSE,,,,,
The Weakest Link,TRUE,,,8/4/2023,4,
Wheel of Fortune,TRUE,,,8/7/2023,0.01,
Wheel of Fortune 2nd Edition,TRUE,,,7/25/2023,3.5,
Who Wants to Be a Millionaire: Second Edition,TRUE,,,8/11/2023,7,
Who Wants to Be a Millionaire: Third Edition,TRUE,,,8/11/2023,8,
Wild 9,TRUE,,,7/26/2023,16,
Wild Arms,FALSE,,,,,
Wild Arms 2,FALSE,,,,,
The Wild Thornberrys: Animal Adventure,FALSE,,,,,
Williams Arcade's Greatest Hits,TRUE,,,12/1/2023,9.99,
Wing Commander III : Heart of the Tiger,TRUE,,,7/25/2023,25,
Wing Commander IV: The Price of Freedom,TRUE,,,7/25/2023,20,Cracked
Winnie the Pooh: Kindergarten,FALSE,,,,,
Winnie the Pooh: Preschool,FALSE,,,,,
Wipeout,FALSE,,,,,
Wipeout XL,TRUE,,,7/26/2023,16,
Wipeout 3: Special Edition,TRUE,,,7/26/2023,16,
Woody Woodpecker Racing,FALSE,,,,,
World Cup 98,FALSE,,,,,
World Cup Golf: Professional Edition,TRUE,,,7/25/2023,4,
World Destruction League: Thunder Tanks,FALSE,,,,,
World's Scariest Police Chases,TRUE,,,8/11/2023,8,
Worms,FALSE,,,,,
Worms Armageddon,FALSE,,,,,
Worms World Party,FALSE,,,,,
Wreckin' Crew,FALSE,,,,,
Write Away,FALSE,,,,,
Wu-Tang: Shaolin Style,FALSE,,,,,
WWF Attitude,FALSE,,,,,
WWF in Your House,FALSE,,,,,
WWF Smackdown!,FALSE,,,,,
WWF Smackdown! 2: Know Your Role,FALSE,,,,,
WWF War Zone,FALSE,,,,,
WWF Wrestlemania: The Arcade Game,FALSE,,,,,
X-Bladez: Inline Skater,FALSE,,,,,
X-Com : UFO Defense,FALSE,,,,,
The X-Files,TRUE,,,8/15/2023,20,
X-Men: Children of the Atom,FALSE,,,,,
X-Men : Mutant Academy,FALSE,,,,,
X-Men: Mutant Academy 2,TRUE,,,12/27/2023,29.99,
X-Men vs. Street Fighter,FALSE,,,,,
Xena: Warrior Princess,TRUE,,,7/25/2023,8,
Xenogears,TRUE,,,8/4/2023,32, JP import; also have US version
Xevious 3D/G+,FALSE,,,,,
XS Airboat Racing,FALSE,,,,,
XS Junior League Dodgeball,FALSE,,,,,
XS Junior League Football,FALSE,,,,,
XS Junior League Soccer,FALSE,,,,,
XS Moto,FALSE,,,,,
You Don't Know Jack,TRUE,,,8/4/2023,4,
You Don't Know Jack! Mock 2,FALSE,,,,,
Yu-Gi-Oh! Forbidden Memories,FALSE,,,,,
Zero Divide,FALSE,,,,,
Zoboomafoo: Leapin' Lemurs!,FALSE,,,,,
Zoop,FALSE,,,,,
